url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/record/4071471,"""Biernacka, Katarzyna and Bierwirth, Maik and Buchholz, Petra and Dolzycka, Dominika and Helbig, Kerstin and Neumann, Janna and Odebrecht, Carolin and Wiljes, Cord and Wuttke, Ulrike""",9402,6842,10232,9360,6172,4758,6751,7423
https://zenodo.org/record/3490058,"""Biernacka, Katarzyna and Cortez, Katrin and Helbig, Kerstin""",185,174,369,335,183,172,330,364
https://zenodo.org/record/6602101,"""Della Chiesa, Stefano""",2202,1660,1398,1188,625,501,344,399
https://zenodo.org/records/8323588,"""Schmidt, Christian and Bortolomeazzi, Michele and Boissonnet, Tom and Fortmann-Grote, Carsten and Dohle, Julia and Zentis, Peter and Kandpal, Niraj and Kunis, Susanne and Zobel, Thomas and Weidtkamp-Peters, Stefanie and Ferrando-May, Elisa""",12474,11534,4932,4659,12474,11534,4659,4932
https://zenodo.org/records/2643411,"""Stephen Royle""",134,130,1046,997,134,130,995,1044
https://zenodo.org/records/4330625,"""Kreshuk, Anna and Kutra, Dominik""",103,99,237,216,103,99,216,237
https://zenodo.org/records/4334697,"""Floden, Evan and Di Tommaso, Paolo""",164,161,208,195,164,161,195,208
https://zenodo.org/records/4328911,"""Bankhead, Peter""",249,231,175,162,248,230,162,175
https://zenodo.org/records/4317149,"""Jordan, Kari and Kamvar, Zhian and Hodges, Toby""",110,98,189,173,110,98,173,189
https://zenodo.org/records/10083555,"""Wetzker, Cornelia""",301,273,344,327,301,273,327,344
https://zenodo.org/records/10815329,"""Haase, Robert""",945,835,660,623,821,722,548,578
https://zenodo.org/records/10679054,"""Fazeli, Elnaz""",240,201,437,418,240,201,418,437
https://zenodo.org/records/10654775,"""Haase, Robert""",607,558,773,727,96,91,369,405
https://zenodo.org/records/10008465,"""Moore, Josh""",517,419,618,569,231,168,273,303
https://zenodo.org/records/10972692,"""Haase, Robert""",777,707,544,506,709,640,450,484
https://zenodo.org/records/10990107,"""Haase, Robert""",659,570,603,563,540,453,456,493
https://zenodo.org/records/10970869,"""Haase, Robert""",584,542,469,446,584,542,446,469
https://zenodo.org/records/11066250,"""Haase, Robert""",530,488,330,302,517,475,267,294
https://zenodo.org/records/11473803,"""Kemmer, Isabel and Euro-BioImaging ERIC""",972,789,1179,1113,972,789,1113,1179
https://zenodo.org/records/11474407,"""Kemmer, Isabel and Euro-BioImaging ERIC""",395,330,471,435,395,330,435,471
https://zenodo.org/records/11548617,"""Zoccoler, Marcelo and Bekemeier, Simon and Boissonnet, Tom and Parker, Simon and Bertinetti, Luca and Gentzel, Marc and Massei, Riccardo and Wetzker, Cornelia""",2163,1965,533,464,2163,1965,464,533
https://zenodo.org/records/10687658,"""Moore, Josh and Waagmeester, Andra and Hettne, Kristina and Wolstencroft, Katherine and Kunis, Susanne""",429,367,524,489,429,367,489,524
https://zenodo.org/records/8349562,"""Stöter, Torsten and Gottschall, Tobias and Schrader, Andrea and Zentis, Peter and Valencia-Schneider, Monica and Kandpal, Niraj and Zuschratter, Werner and Schauss, Astrid and Dickscheid, Timo and Mühlhaus, Timo and von Suchodoletz, Dirk""",436,362,726,671,430,356,666,721
https://zenodo.org/records/8340247,"""Moore, Joshua Allen""",292,246,1020,936,289,243,907,991
https://zenodo.org/records/8139353,"""Weischer, Sarah and Wendt, Jens and Zobel, Thomas""",45,45,276,238,45,45,237,275
https://zenodo.org/records/10886749,"""Margineanu, Anca and Stringari, Chiara and Zoccoler, Marcelo and Wetzker, Cornelia""",768,696,463,427,768,696,427,463
https://zenodo.org/records/10793699,"""Massei, Riccardo""",135,134,429,393,135,134,393,429
https://zenodo.org/records/11265038,"""Pape, Constantin""",435,408,200,183,435,408,183,200
https://zenodo.org/records/11107798,"""Voigt, Pia and Hundt, Carolin""",118,93,261,243,118,93,243,261
https://zenodo.org/records/10942559,"""Della Chiesa, Stefano""",148,123,230,207,148,123,207,230
https://zenodo.org/records/10816895,"""Haase, Robert""",509,477,297,277,509,477,277,297
https://zenodo.org/records/4461261,"""Hesse, Elfi and Deinert, Jan-Christoph and Löschen, Christian""",398,353,703,671,395,350,669,701
https://zenodo.org/records/11472148,"""Wünsche, Stephan""",351,297,546,524,152,129,351,365
https://zenodo.org/records/11396199,"""Voigt, Pia""",314,302,264,253,314,302,253,264
https://zenodo.org/records/4748510,"""Wünsche, Stephan and Voigt, Pia""",328,296,798,745,207,189,378,394
https://zenodo.org/records/4630788,"""Voigt, Pia and Weiner, Barbara""",500,450,783,744,265,234,327,346
https://zenodo.org/records/4748534,"""Voigt, Pia and Weiner, Barbara""",454,415,804,762,187,172,320,342
https://zenodo.org/records/3778431,"""Weiner, Barbara and Wünsche, Stephan and Kühne, Stefan and Voigt, Pia and Frericks, Sebastian and Hoffmann, Clemens and Elze, Romy and Gey, Ronny""",2185,1806,2613,2257,2134,1771,2080,2407
https://zenodo.org/records/12623730,"""Haase, Robert""",11351,10849,2788,2697,6763,6341,1130,1178
https://zenodo.org/records/11201216,"""Hertweck, Kate and Strasser, Carly and Taraborelli, Dario""",5458,4682,4791,4448,5458,4682,4448,4791
https://zenodo.org/records/12744715,"""Seibold, Heidi""",1943,1654,4417,4093,1943,1654,4093,4417
https://zenodo.org/record/7018929,"""Kunis, Susanne""",150,101,325,301,150,101,299,323
https://zenodo.org/records/8329306,"""Kunis, Susanne""",309,271,355,325,306,268,322,352
https://zenodo.org/records/10008464,"""Moore, Josh""",517,419,618,569,286,251,296,315
https://zenodo.org/records/8070038,"""Stefanie Weidtkamp-Peters""",277,250,254,239,275,248,237,252
