url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/record/4071471,"""Biernacka, Katarzyna and Bierwirth, Maik and Buchholz, Petra and Dolzycka, Dominika and Helbig, Kerstin and Neumann, Janna and Odebrecht, Carolin and Wiljes, Cord and Wuttke, Ulrike""",5294,3978,6595,5961,5207,3930,5897,6525
https://zenodo.org/record/3490058,"""Biernacka, Katarzyna and Cortez, Katrin and Helbig, Kerstin""",131,123,226,197,129,121,192,221
https://zenodo.org/record/6602101,"""Della Chiesa, Stefano""",1396,950,1040,860,369,272,213,262
https://zenodo.org/records/8323588,"""Schmidt, Christian and Bortolomeazzi, Michele and Boissonnet, Tom and Fortmann-Grote, Carsten and Dohle, Julia and Zentis, Peter and Kandpal, Niraj and Kunis, Susanne and Zobel, Thomas and Weidtkamp-Peters, Stefanie and Ferrando-May, Elisa""",6182,5509,3397,3183,6182,5509,3183,3397
https://zenodo.org/records/2643411,"""Stephen Royle""",118,114,858,813,118,114,811,856
https://zenodo.org/records/4330625,"""Kreshuk, Anna and Kutra, Dominik""",44,42,135,115,44,42,115,135
https://zenodo.org/records/4334697,"""Floden, Evan and Di Tommaso, Paolo""",97,94,98,87,97,94,87,98
https://zenodo.org/records/4328911,"""Bankhead, Peter""",190,176,90,79,189,175,79,90
https://zenodo.org/records/4317149,"""Jordan, Kari and Kamvar, Zhian and Hodges, Toby""",47,43,94,80,47,43,80,94
https://zenodo.org/records/10083555,"""Wetzker, Cornelia""",151,126,187,173,151,126,173,187
https://zenodo.org/records/10815329,"""Haase, Robert""",490,400,440,407,420,341,357,383
https://zenodo.org/records/10679054,"""Fazeli, Elnaz""",174,142,269,252,174,142,252,269
https://zenodo.org/records/10654775,"""Haase, Robert""",286,246,503,459,78,73,263,298
https://zenodo.org/records/10008465,"""Moore, Josh""",202,145,263,234,145,99,174,199
https://zenodo.org/records/10972692,"""Haase, Robert""",281,221,334,298,267,208,271,303
https://zenodo.org/records/10990107,"""Haase, Robert""",283,207,351,319,263,189,270,299
https://zenodo.org/records/10970869,"""Haase, Robert""",223,193,226,208,223,193,208,226
https://zenodo.org/records/11066250,"""Haase, Robert""",191,158,169,147,185,152,126,147
https://zenodo.org/records/11473803,"""Kemmer, Isabel and Euro-BioImaging ERIC""",419,334,565,525,419,334,525,565
https://zenodo.org/records/11474407,"""Kemmer, Isabel and Euro-BioImaging ERIC""",215,169,269,245,215,169,245,269
https://zenodo.org/records/11548617,"""Zoccoler, Marcelo and Bekemeier, Simon and Boissonnet, Tom and Parker, Simon and Bertinetti, Luca and Gentzel, Marc and Massei, Riccardo and Wetzker, Cornelia""",915,756,348,283,915,756,283,348
https://zenodo.org/records/10687658,"""Moore, Josh and Waagmeester, Andra and Hettne, Kristina and Wolstencroft, Katherine and Kunis, Susanne""",209,168,309,279,209,168,279,309
https://zenodo.org/records/8349562,"""Stöter, Torsten and Gottschall, Tobias and Schrader, Andrea and Zentis, Peter and Valencia-Schneider, Monica and Kandpal, Niraj and Zuschratter, Werner and Schauss, Astrid and Dickscheid, Timo and Mühlhaus, Timo and von Suchodoletz, Dirk""",254,208,400,360,248,202,355,395
https://zenodo.org/records/8340247,"""Moore, Joshua Allen""",187,147,880,801,184,144,772,851
https://zenodo.org/records/8139353,"""Weischer, Sarah and Wendt, Jens and Zobel, Thomas""",14,14,177,143,14,14,142,176
https://zenodo.org/records/10886749,"""Margineanu, Anca and Stringari, Chiara and Zoccoler, Marcelo and Wetzker, Cornelia""",325,272,284,257,325,272,257,284
https://zenodo.org/records/10793699,"""Massei, Riccardo""",59,58,211,187,59,58,187,211
https://zenodo.org/records/11265038,"""Pape, Constantin""",181,162,93,78,181,162,78,93
https://zenodo.org/records/11107798,"""Voigt, Pia and Hundt, Carolin""",71,48,125,110,71,48,110,125
https://zenodo.org/records/10942559,"""Della Chiesa, Stefano""",72,48,121,100,72,48,100,121
https://zenodo.org/records/10816895,"""Haase, Robert""",162,139,163,145,162,139,145,163
https://zenodo.org/records/4461261,"""Hesse, Elfi and Deinert, Jan-Christoph and Löschen, Christian""",314,282,560,532,311,279,530,558
https://zenodo.org/records/11472148,"""Wünsche, Stephan""",166,141,201,187,99,77,155,167
https://zenodo.org/records/11396199,"""Voigt, Pia""",106,96,157,148,106,96,148,157
https://zenodo.org/records/4748510,"""Wünsche, Stephan and Voigt, Pia""",280,251,508,458,159,144,208,221
https://zenodo.org/records/4630788,"""Voigt, Pia and Weiner, Barbara""",386,348,569,533,202,180,234,251
https://zenodo.org/records/4748534,"""Voigt, Pia and Weiner, Barbara""",324,286,417,381,139,124,164,183
https://zenodo.org/records/3778431,"""Weiner, Barbara and Wünsche, Stephan and Kühne, Stefan and Voigt, Pia and Frericks, Sebastian and Hoffmann, Clemens and Elze, Romy and Gey, Ronny""",1857,1547,2218,1886,1806,1512,1732,2035
https://zenodo.org/records/12623730,"""Haase, Robert""",3731,3388,1571,1488,2213,1923,494,538
https://zenodo.org/records/11201216,"""Hertweck, Kate and Strasser, Carly and Taraborelli, Dario""",3210,2721,3300,3024,3210,2721,3024,3300
https://zenodo.org/records/12744715,"""Seibold, Heidi""",1672,1394,4176,3861,1672,1394,3861,4176
https://zenodo.org/record/7018929,"""Kunis, Susanne""",80,54,193,175,80,54,173,191
https://zenodo.org/records/8329306,"""Kunis, Susanne""",130,104,146,129,127,101,126,143
https://zenodo.org/records/10008464,"""Moore, Josh""",202,145,263,234,57,46,60,64
https://zenodo.org/records/10609770,"""Abdrabbou, Mohamed M. and Babaki, Mehrnaz and Boissonnet, Tom and Bortolomeazzi, Michele and Dahms, Eik and Fuchs, Vanessa A. F. and Hoevels, Moritz and Kandpal, Niraj and Möhl, Christoph and Moore, Joshua A. and Schauss, Astrid and Schrader, Andrea and Stöter, Torsten and Thönnißen, Julia and Valencia-S., Monica and Weil, H. Lukas and Wendt, Jens and Zentis, Peter""",12,12,254,224,10,10,187,204
https://zenodo.org/records/11235512,"""Moore, Josh and Kunis, Susanne""",87,70,185,166,87,70,166,185
https://zenodo.org/records/8329305,"""Kunis, Susanne""",130,104,146,129,127,101,126,143
https://zenodo.org/records/7928332,"""Moore, Joshua Allenm and Kunis, Susanne""",144,87,127,114,142,86,113,126
https://zenodo.org/records/8414318,"""Massei, Riccardo""",71,62,110,99,63,56,92,101
https://zenodo.org/records/10730423,"""Fuchs, Vanessa Aphaia Fiona and Wendt, Jens and Müller, Maximilian and Ahmadi, Mohsen and Massei, Riccardo and Wetzker, Cornelia""",112,87,195,167,112,87,167,195
https://zenodo.org/records/10939519,"""Schmidt, Christian""",73,61,92,77,73,61,77,92
https://zenodo.org/records/11031746,"""Fortmann-Grote, Carsten""",106,74,150,133,106,74,133,150
https://zenodo.org/records/13168693,"""Moore, Joshua and Kunis, Susanne and Grüning, Björn and Blank-Burian, Markus and Mallm, Jan-Philipp and Stöter, Torsten and Zuschratter, Werner and Figge, Marc Thilo and Kreshuk, Anna and Tischer, Christian and Haase, Robert and Zobel, Thomas and Bauer, Pavol and Svensson, Carl-Magnus and Gerst, Ruman and Hanne, Janina and Schmidt, Christian and Becker, Markus M. and Bocklitz, Thomas and Bumberger, Jan and Chalopin, Claire and Chen, Jianxu and Czodrowski, Paul and Dickscheid, Timo and Fortmann-Grote, Carsten and Huisken, Jan and Lohmann, Jan and Schauss, Astrid and Baumann, Martin and Beretta, Carlo and Burel, Jean-Marie and Heuveline, Vincent and Kuner, Rohini and Kuner, Thomas and Landwehr, Matthias and Leibfried, Andrea and Nitschke, Roland and Mittal, Deepti and von Suchodoletz, Dirk and Valencia-Schneider, Monica and Zentis, Peter and Brilhaus, Dominik and Hartley, Matthew and Hülsmann, Bastian and Dunker, Susanne and Keppler, Antje and Mathur, Aastha and Meesters, Christian and Möbius, Wiebke and Nahnsen, Sven and Pfander, Claudia and Rehwald, Stephanie and Serrano-Solano, Beatriz and Vilardell Scholten, Laura and Vogl, Raimund and Becks, Lutz and Ferrando-May, Elisa and Weidtkamp-Peters, Stefanie""",766,577,1360,1262,766,577,1262,1360
https://zenodo.org/records/11318151,"""Moore, Josh""",35,30,80,74,35,30,74,80
https://zenodo.org/records/11521029,"""Geiger, Jonathan and Steiner, Petra and Desouki, Abdelmoneim Amer and Lange, Frank""",1675,1334,1821,1655,1675,1334,1655,1821
https://zenodo.org/records/13379394,"""Haase, Robert""",790,625,648,602,666,524,503,542
https://zenodo.org/records/13371196,"""Haase, Robert""",750,580,576,509,499,393,328,366
https://zenodo.org/records/13506641,"""Haase, Robert""",301,266,362,339,164,142,155,163
https://zenodo.org/records/11109616,"""Fuchs, Vanessa Aphaia Fiona and Schmidt, Christian and Boissonnet, Tom""",567,505,310,286,567,505,286,310
https://zenodo.org/records/13908480,"""Massei, Riccardo""",57,54,134,111,57,54,111,134
https://zenodo.org/records/13908108,"""Haase, Robert""",545,419,488,434,461,353,363,412
https://zenodo.org/records/13928832,"""Haase, Robert""",374,298,524,445,213,166,271,317
https://zenodo.org/records/13331351,"""Fazeli, Elnaz and Robert, Haase and Michael, Doube and Kota, Miura and David, Legland""",452,372,546,500,452,372,500,546
https://zenodo.org/records/14001044,"""Haase, Robert""",616,480,376,327,616,480,327,376
https://zenodo.org/records/14001388,"""Moore, Josh""",68,49,115,105,68,49,105,115
https://zenodo.org/records/13831274,"""Moore, Josh""",60,41,147,133,53,38,107,119
https://zenodo.org/records/13991322,"""Moore, Josh""",313,293,131,121,202,193,62,71
https://zenodo.org/records/14014252,"""Zobel, Thomas and Wendt, Jens""",55,44,92,77,55,44,77,92
https://zenodo.org/records/14032908,"""Steuerungsgremium Allianz-Schwerpunkt and Alexander von Humboldt Foundation and Deutsche Forschungsgemeinschaft and Fraunhofer Society and German Rectors' Conference and Leibniz Association and German National Academy of Sciences Leopoldina and German Academic Exchange Service and Helmholtz Association of German Research Centres and Max Planck Society""",1579,1268,2358,2185,1579,1268,2185,2358
https://zenodo.org/records/14030307,"""Haase, Robert""",11,7,59,49,11,7,49,59
https://zenodo.org/records/14044640,"""Massei, Riccardo and Berndt, Matthias and Serrano-Solano, Beatriz and Busch, Wibke and Scholz, Stefan and Bohring, Hannes and Nyffeler, Jo and Reger, Luise and Bumberger, Jan and Lopez-Delisle, Lucille""",138,128,411,262,39,38,171,187
https://zenodo.org/records/14013026,"""Boissonnet, Tom and Hagen, Bettina and Kunis, Susanne and Schmidt, Christian and Weidtkamp-Peters, Stefanie""",473,406,260,237,247,209,145,157
https://zenodo.org/records/13680725,"""Nicolas Chiaruttini""",594,591,148,137,594,591,137,148
https://zenodo.org/records/5675686,"""Romain Guiet and Nicolas Chiaruttini""",1159,779,2068,1948,121,114,332,351
https://zenodo.org/records/8153907,"""Nicolas Chiaruttini""",4,4,69,58,4,4,58,69
https://zenodo.org/records/8305531,"""Nicolas Chiaruttini""",2040,1581,2151,2024,1562,1172,1509,1609
https://zenodo.org/records/1472859,"""Sarah Machado and Vincent Mercier and Nicolas Chiaruttini""",196,111,478,440,195,110,437,475
https://zenodo.org/records/8314968,"""Wendt Jens""",175,155,177,161,174,154,161,177
https://zenodo.org/records/13945179,"""Kemmer, Isabel and Romdhane, Feriel and Euro-BioImaging ERIC""",415,331,741,702,415,331,702,741
https://zenodo.org/records/5847477,"""Alessandro Rigano and Ulrike Boehm and Claire M. Brown and Joel Ryan and James J. Chambers and Robert A. Coleman and Orestis Faklaris and Thomas Guilbert and Michelle S. Itano and Judith Lacoste and Alex Laude and Marco Marcello and Paula Montero-Llopis and Glyn Nelson and Roland Nitschke and Jaime A. Pimentel and Stefanie Weidtkamp-Peters and Caterina Strambio-De-Castillia""",1238,1114,1084,1006,1237,1113,1001,1077
https://zenodo.org/records/10069368,"""Ahmadi, Mohsen and Wagner, Robert and Mattern, Philipp and Plathe, Nick and Bekeschus, Sander and Becker, Markus M. and Stöter, Torsten and Weidtkamp-Peters, Stefanie""",96,79,148,133,96,79,133,148
https://zenodo.org/records/11445843,"""Heber, Maximilian and Jakob, Moritz and Landwehr, Matthias and Leendertse, Jan and Müller, Maximilian and Schneider, Gabriel and von Suchodoletz, Dirk and Ulrich, Robert""",522,410,787,655,522,410,655,787
