url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/record/3490058,"""Biernacka, Katarzyna and Cortez, Katrin and Helbig, Kerstin""",161,151,279,247,159,149,242,274
https://zenodo.org/records/10815329,"""Haase, Robert""",727,622,544,507,629,535,450,480
https://zenodo.org/records/10654775,"""Haase, Robert""",475,428,633,588,90,85,323,359
https://zenodo.org/records/10972692,"""Haase, Robert""",679,611,444,406,634,567,372,406
https://zenodo.org/records/10970869,"""Haase, Robert""",453,413,329,306,453,413,306,329
https://zenodo.org/records/11066250,"""Haase, Robert""",376,337,244,219,367,328,196,220
https://zenodo.org/records/11474407,"""Kemmer, Isabel and Euro-BioImaging ERIC""",312,251,370,336,312,251,336,370
https://zenodo.org/records/8139353,"""Weischer, Sarah and Wendt, Jens and Zobel, Thomas""",33,33,220,182,33,33,181,219
https://zenodo.org/records/10942559,"""Della Chiesa, Stefano""",109,84,165,142,109,84,142,165
https://zenodo.org/records/4461261,"""Hesse, Elfi and Deinert, Jan-Christoph and Löschen, Christian""",365,329,609,578,362,326,576,607
https://zenodo.org/records/11472148,"""Wünsche, Stephan""",270,228,295,276,129,106,191,205
https://zenodo.org/records/11396199,"""Voigt, Pia""",267,255,219,208,267,255,208,219
https://zenodo.org/records/4630788,"""Voigt, Pia and Weiner, Barbara""",425,386,628,591,231,208,270,288
https://zenodo.org/records/4748534,"""Voigt, Pia and Weiner, Barbara""",386,348,491,452,168,153,219,241
https://zenodo.org/records/3778431,"""Weiner, Barbara and Wünsche, Stephan and Kühne, Stefan and Voigt, Pia and Frericks, Sebastian and Hoffmann, Clemens and Elze, Romy and Gey, Ronny""",2050,1696,2400,2047,1999,1661,1882,2206
https://zenodo.org/records/12744715,"""Seibold, Heidi""",1809,1523,4293,3973,1809,1523,3973,4293
https://zenodo.org/records/8329306,"""Kunis, Susanne""",226,191,231,202,223,188,199,228
https://zenodo.org/records/8070038,"""Stefanie Weidtkamp-Peters""",208,182,188,173,206,180,171,186
https://zenodo.org/records/11235512,"""Moore, Josh and Kunis, Susanne""",179,148,286,261,179,148,261,286
https://zenodo.org/records/8329305,"""Kunis, Susanne""",226,191,231,202,223,188,199,228
https://zenodo.org/records/13168693,"""Moore, Joshua and Kunis, Susanne and Grüning, Björn and Blank-Burian, Markus and Mallm, Jan-Philipp and Stöter, Torsten and Zuschratter, Werner and Figge, Marc Thilo and Kreshuk, Anna and Tischer, Christian and Haase, Robert and Zobel, Thomas and Bauer, Pavol and Svensson, Carl-Magnus and Gerst, Ruman and Hanne, Janina and Schmidt, Christian and Becker, Markus M. and Bocklitz, Thomas and Bumberger, Jan and Chalopin, Claire and Chen, Jianxu and Czodrowski, Paul and Dickscheid, Timo and Fortmann-Grote, Carsten and Huisken, Jan and Lohmann, Jan and Schauss, Astrid and Baumann, Martin and Beretta, Carlo and Burel, Jean-Marie and Heuveline, Vincent and Kuner, Rohini and Kuner, Thomas and Landwehr, Matthias and Leibfried, Andrea and Nitschke, Roland and Mittal, Deepti and von Suchodoletz, Dirk and Valencia-Schneider, Monica and Zentis, Peter and Brilhaus, Dominik and Hartley, Matthew and Hülsmann, Bastian and Dunker, Susanne and Keppler, Antje and Mathur, Aastha and Meesters, Christian and Möbius, Wiebke and Nahnsen, Sven and Pfander, Claudia and Rehwald, Stephanie and Serrano-Solano, Beatriz and Vilardell Scholten, Laura and Vogl, Raimund and Becks, Lutz and Ferrando-May, Elisa and Weidtkamp-Peters, Stefanie""",1156,875,1789,1676,1156,875,1676,1789
https://zenodo.org/records/11318151,"""Moore, Josh""",75,61,119,104,75,61,104,119
https://zenodo.org/records/13379394,"""Haase, Robert""",1090,899,869,816,870,705,666,712
https://zenodo.org/records/11109616,"""Fuchs, Vanessa Aphaia Fiona and Schmidt, Christian and Boissonnet, Tom""",1360,1253,486,446,1360,1253,446,486
https://zenodo.org/records/13908480,"""Massei, Riccardo""",102,96,231,198,102,96,198,231
https://zenodo.org/records/13908108,"""Haase, Robert""",892,734,923,864,764,626,773,827
https://zenodo.org/records/14001388,"""Moore, Josh""",90,69,147,134,90,69,134,147
https://zenodo.org/records/13991322,"""Moore, Josh""",399,373,192,178,259,244,106,119
https://zenodo.org/records/14032908,"""Steuerungsgremium Allianz-Schwerpunkt and Alexander von Humboldt Foundation and Deutsche Forschungsgemeinschaft and Fraunhofer Society and German Rectors' Conference and Leibniz Association and German National Academy of Sciences Leopoldina and German Academic Exchange Service and Helmholtz Association of German Research Centres and Max Planck Society""",1759,1419,2562,2377,1759,1419,2377,2562
https://zenodo.org/records/14030307,"""Haase, Robert""",16,12,95,80,16,12,80,95
https://zenodo.org/records/14044640,"""Massei, Riccardo and Berndt, Matthias and Serrano-Solano, Beatriz and Busch, Wibke and Scholz, Stefan and Bohring, Hannes and Nyffeler, Jo and Reger, Luise and Bumberger, Jan and Lopez-Delisle, Lucille""",320,298,559,404,60,59,235,253
https://zenodo.org/records/13680725,"""Nicolas Chiaruttini""",1117,1113,224,204,1117,1113,204,224
https://zenodo.org/records/1472859,"""Sarah Machado and Vincent Mercier and Nicolas Chiaruttini""",244,158,532,490,243,157,487,529
https://zenodo.org/records/13945179,"""Kemmer, Isabel and Romdhane, Feriel and Euro-BioImaging ERIC""",1421,1174,1545,1443,845,671,1070,1140
https://zenodo.org/records/5847477,"""Alessandro Rigano and Ulrike Boehm and Claire M. Brown and Joel Ryan and James J. Chambers and Robert A. Coleman and Orestis Faklaris and Thomas Guilbert and Michelle S. Itano and Judith Lacoste and Alex Laude and Marco Marcello and Paula Montero-Llopis and Glyn Nelson and Roland Nitschke and Jaime A. Pimentel and Stefanie Weidtkamp-Peters and Caterina Strambio-De-Castillia""",1605,1478,1176,1094,1604,1477,1089,1169
https://zenodo.org/records/10069368,"""Ahmadi, Mohsen and Wagner, Robert and Mattern, Philipp and Plathe, Nick and Bekeschus, Sander and Becker, Markus M. and Stöter, Torsten and Weidtkamp-Peters, Stefanie""",140,118,202,183,140,118,183,202
https://zenodo.org/records/11445843,"""Heber, Maximilian and Jakob, Moritz and Landwehr, Matthias and Leendertse, Jan and Müller, Maximilian and Schneider, Gabriel and von Suchodoletz, Dirk and Ulrich, Robert""",657,530,1181,1033,657,530,1033,1181
https://zenodo.org/records/14178789,"""Boissonnet, Tom and Hagen, Bettina and Kunis, Susanne and Schmidt, Christian and Weidtkamp-Peters, Stefanie""",983,868,488,453,606,539,184,203
https://zenodo.org/records/14006558,"""Wetzker, Cornelia""",108,80,140,119,108,80,119,140
https://zenodo.org/records/13837146,"""Jüngst, Christian and Zentis, Peter""",26,26,109,101,26,26,101,109
https://zenodo.org/records/11503289,"""Dvoretskii, Stefan and Kulla, Lucas and Schader, Philipp and Ulrich, Constantin and Wald, Tassilo and Jäger, Paul F and Isensee, Fabian and Moore, Josh and Nolden, Marco and Maier-Hein, Klaus""",136,114,219,207,136,114,207,219
https://zenodo.org/records/13684187,"""Wetzker, Cornelia and Schlierf, Michael""",66,50,101,90,66,50,90,101
https://zenodo.org/records/13380289,"""Dvoretskii, Stefan and Moore, Josh and Schader, Philipp and Isensee, Fabian and Jäger, Paul F and Kulla, Lucas and Wald, Tassilo and Ulrich, Constantin and Nolden, Marco and Maier-Hein, Klaus""",228,203,202,187,180,163,152,165
https://zenodo.org/records/11146807,"""Escobar Diaz Guerrero, Rodrigo""",3,2,102,92,3,2,92,102
https://zenodo.org/records/11031747,"""Fortmann-Grote, Carsten""",157,112,232,207,157,112,207,232
https://zenodo.org/records/10793700,"""Massei, Riccardo""",97,96,295,260,97,96,260,295
https://zenodo.org/records/12546808,"""Jannasch, Anett and Tulok, Silke and Fuchs, Vanessa Aphaia Fiona and Boissonnet, Tom and Schmidt, Christian and Bortolomeazzi, Michele and Fabig, Gunar and Okafornta, Chukwuebuka""",41,39,176,150,41,39,150,176
https://zenodo.org/records/7890311,"""Stefanie Weidtkamp-Peters and Janina Hanne and Christian Schmidt""",188,162,147,134,188,162,134,147
https://zenodo.org/records/10103316,"""Tulok, Silke and Fabig, Gunar and Vogelsang, Andy and Kugel, Thomas and Müller-Reichert, Thomas""",132,102,178,159,132,102,159,178
https://zenodo.org/records/12547566,"""Fabig, Gunar and Jannasch, Anett and Okafornta, Chukwuebuka and Boissonnet, Tom and Schmidt, Christian and Bortolomeazzi, Michele and Fuchs, Vanessa Aphaia Fiona and Koeckert, Maria and Poddar, Aayush and Vogel, Martin and Schwarzbach, Hanna-Margareta and Vogelsang, Andy and Gerlach, Michael and Nobst, Anja and Müller-Reichert, Thomas and Tulok, Silke""",80,80,205,171,80,80,171,205
https://zenodo.org/records/14168603,"""Gerlach, Michael""",93,87,83,76,93,87,76,83
https://zenodo.org/records/14161633,"""Ishikawa-Ankerhold, Dr. Hellen and Nobis, Max""",72,63,94,89,72,63,89,94
https://zenodo.org/records/14113714,"""Ishikawa-Ankerhold, Dr. Hellen""",63,62,148,138,50,49,106,112
https://zenodo.org/records/13683167,"""Gerlach, Michael""",278,96,130,118,278,96,118,130
https://zenodo.org/records/13736218,"""Gerlach, Michael""",130,53,93,82,130,53,82,93
https://zenodo.org/records/13736240,"""Gerlach, Michael""",88,42,74,67,88,42,67,74
https://zenodo.org/records/13682928,"""Gerlach, Michael""",448,78,108,96,448,78,96,108
https://zenodo.org/records/13807114,"""Financial & Legal Framework of Core Facilities and Endl, Elmar and Hedrich, Jana and Hoth, Juliane and Nagy, Julia and Schauss, Astrid and Schulze, Nina and Tulok, Silke""",179,138,200,177,179,138,177,200
https://zenodo.org/records/13810879,"""Financial & Legal Framework of Core Facilities and Endl, Elmar and Hedrich, Jana and Hoth, Juliane and Nagy, Julia and Schauss, Astrid and Schulze, Nina and Tulok, Silke""",485,335,520,445,309,227,246,289
https://zenodo.org/records/7944877,"""Gerlach, Michael""",107,107,70,66,107,107,66,70
https://zenodo.org/records/7963020,"""Gerlach, Michael""",28,28,72,70,28,28,70,72
https://zenodo.org/records/7963006,"""Gerlach, Michael""",29,29,60,56,29,29,56,60
https://zenodo.org/records/12166710,"""Gerlach, Michael""",90,84,229,212,90,84,212,229
https://zenodo.org/records/10925217,"""Utz, Nadine and Reither, Sabine and Hans, Ruth and Feldhaus, Christian""",87,79,65,62,87,79,62,65
https://zenodo.org/records/10889694,"""Weidtkamp-Peters, Stefanie and Moore, Josh and Schmidt, Christian and Nitschke, Roland and Kunis, Susanne and Zobel, Thomas""",164,134,218,199,164,134,199,218
https://zenodo.org/records/10839310,"""Stringari, Chiara""",840,580,556,515,840,580,515,556
https://zenodo.org/records/10679318,"""bugraoezdemir""",141,141,936,906,8,8,187,190
https://zenodo.org/records/8182154,"""Beatriz Serrano-Solano""",70,63,83,79,70,63,79,83
https://zenodo.org/records/8146412,"""Euro-BioImaging ERIC""",205,196,128,122,203,194,119,125
https://zenodo.org/records/7788899,"""Kemmer, Isabel and Keppler, Antje and Serrano-Solano, Beatriz and Rybina, Arina and Özdemir, Bugra and Bischof, Johanna and El Ghadraoui, Ayoub and Eriksson, John E. and Mathur, Aastha""",298,280,440,387,297,279,387,440
https://zenodo.org/records/8372703,"""Martin Schätz""",400,348,684,647,272,227,246,263
https://zenodo.org/records/7919117,"""Romain""",77,75,104,99,77,75,99,104
https://zenodo.org/records/7885379,"""Schätz, Martin and Rubešová, Olga and Mareš, Jan and Spark, Alan""",326,291,528,478,84,77,152,167
https://zenodo.org/records/7409423,"""Romain Guiet and Olivier Burri and Mehmet Girgin and Matthias Lutolf""",67,65,209,187,67,65,187,209
https://zenodo.org/records/7209862,"""Robert Haase""",284,238,272,245,282,236,245,272
https://zenodo.org/records/7015307,"""Sebastian Rhode""",1772,1558,921,877,1770,1557,873,916
https://zenodo.org/records/6953610,"""Schätz, Martin and Mrazík, Lukáš and Máhlerova, Karolina""",24,24,136,120,24,24,120,136
https://zenodo.org/records/6645978,"""Romain Guiet""",1029,825,1423,1333,1025,821,1321,1409
https://zenodo.org/records/6535296,"""Thomas Laurent""",176,139,220,202,176,139,200,218
https://zenodo.org/records/6023317,"""Laura Capolupo and Olivier Burri and Romain Guiet""",107,102,928,881,106,101,875,921
https://zenodo.org/records/5121890,"""Laurent Thomas and Pierre Trehin""",73,73,484,447,55,55,371,405
https://zenodo.org/records/13642395,"""Cavanagh""",18,18,120,114,18,18,114,120
https://zenodo.org/records/12773657,"""Chiaruttini, Nicolas""",221,212,134,121,221,212,121,134
https://zenodo.org/records/7018750,"""Kunis, Susanne and Dohle, Julia""",993,755,1497,1400,567,398,903,946
https://zenodo.org/records/14234608,"""Moore, Josh""",161,120,144,136,161,120,136,144
https://zenodo.org/records/14235726,"""Stucchi, Marco""",24,24,54,47,24,24,47,54
https://zenodo.org/records/14418209,"""Haase, Robert""",413,341,602,569,230,199,190,197
https://zenodo.org/records/14035822,"""Engel, Judith and Helling, Patrick and Herrenbrück, Robert and Lemaire, Marina and Mehrtens, Hela and Schmidt, Marcus and Stellmacher, Martha and Weimer, Lukas and Wiljes, Cord and Zinke, Wolf""",538,440,697,646,538,440,646,697
https://zenodo.org/records/13861026,"""Schmidt, Christian and Boissonnet, Tom and Bortolomeazzi, Michele and Krooß, Ksenia""",567,467,451,426,567,467,426,451
https://zenodo.org/records/14510432,"""Salama Lab Fred Hutchinson Cancer Center""",43,43,107,101,43,43,101,107
https://zenodo.org/records/14626054,"""Haase, Robert""",1087,856,737,683,870,664,615,669
https://zenodo.org/records/4778265,"""Shanmugasundaram""",286,264,404,371,284,263,369,402
https://zenodo.org/records/14264885,"""Tischer, Christian and Politi, Antonio and Buchholz, Tim-Oliver and Fazeli, Elnaz and Gritti, Nicola and Halavatyi, Aliaksandr and Gonzalez Tirado, Sebastian and Hennies, Julian and Hodges, Toby and Khan, Arif and Kutra, Dominik and Marcotti, Stefania and Oezdemir, Bugra and Schneider, Felix and Schorb, Martin and Stokkermans, Anniek and Sun, Yi and Vakili, Nima""",44,44,169,153,12,12,58,72
https://zenodo.org/records/14650434,"""Moore, Josh""",321,218,185,164,321,218,164,185
https://zenodo.org/records/14641777,"""Vermaercke, Ben""",90,83,121,115,90,83,115,121
https://zenodo.org/records/14771563,"""Pylvänäinen, Joanna W.""",759,713,899,817,759,713,817,899
https://zenodo.org/records/14692037,"""Haase, Robert""",716,644,226,217,268,226,101,103
https://zenodo.org/records/14777242,"""Kuttler, Fabien and Dornier, Rémy""",56,56,111,102,56,56,102,111
https://zenodo.org/records/14769820,"""Kuttler, Fabien and Dornier, Rémy""",78,78,87,81,78,78,81,87
https://zenodo.org/records/14729452,"""Zollitsch, Linda and Piotrowski, Swantje""",39,37,121,113,39,37,113,121
https://zenodo.org/records/14845059,"""Moore, Josh""",492,327,534,515,368,221,426,440
https://zenodo.org/records/14917722,"""Laurent Thomas and Pierre Trehin""",73,73,484,447,18,18,73,75
https://zenodo.org/records/14913673,"""Sorensen, Luke and Saito, Ayame and Poon, Sabrina and Noe Han, Myat and Hamnett, Ryan and Neckel, Peter and Humenick, Adam and Mutunduwe, Keith and Glennan, Christie and Mahdavian, Narges and JH Brookes, Simon and M McQuade, Rachel and PP Foong, Jaime and Gómez-de-Mariscal, Estibaliz and Muñoz Barrutia, Arrate and Kaltschmidt, Julia A. and King, Sebastian K. and Haase, Robert and Carbone, Simona and A. Veldhuis, Nicholas and P. Poole, Daniel and Rajasekhar, Pradeep""",213,208,1183,1025,31,30,106,168
https://zenodo.org/records/14893791,"""Romette, Louis""",35,35,67,60,35,35,60,67
https://zenodo.org/records/14937632,"""Schwarz, Michael""",32,32,88,78,26,26,54,63
https://zenodo.org/records/14944040,"""Serrano-Solano, Beatriz and Kostrykin, Leonid and Fouilloux, Anne and Massei, Riccardo""",314,252,301,293,314,252,293,301
https://zenodo.org/records/15031842,"""Moore, Josh""",398,309,397,348,203,172,138,157
