url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/record/4071471,"""Biernacka, Katarzyna and Bierwirth, Maik and Buchholz, Petra and Dolzycka, Dominika and Helbig, Kerstin and Neumann, Janna and Odebrecht, Carolin and Wiljes, Cord and Wuttke, Ulrike""",6020,4365,7101,6419,5353,4028,6033,6686
https://zenodo.org/record/3490058,"""Biernacka, Katarzyna and Cortez, Katrin and Helbig, Kerstin""",137,129,244,214,135,127,209,239
https://zenodo.org/record/6602101,"""Della Chiesa, Stefano""",1583,1093,1132,936,383,285,233,284
https://zenodo.org/records/8323588,"""Schmidt, Christian and Bortolomeazzi, Michele and Boissonnet, Tom and Fortmann-Grote, Carsten and Dohle, Julia and Zentis, Peter and Kandpal, Niraj and Kunis, Susanne and Zobel, Thomas and Weidtkamp-Peters, Stefanie and Ferrando-May, Elisa""",7026,6325,3694,3470,7026,6325,3470,3694
https://zenodo.org/records/2643411,"""Stephen Royle""",122,118,906,859,122,118,857,904
https://zenodo.org/records/4330625,"""Kreshuk, Anna and Kutra, Dominik""",48,46,153,132,48,46,132,153
https://zenodo.org/records/4334697,"""Floden, Evan and Di Tommaso, Paolo""",108,105,117,104,108,105,104,117
https://zenodo.org/records/4328911,"""Bankhead, Peter""",203,189,101,88,202,188,88,101
https://zenodo.org/records/4317149,"""Jordan, Kari and Kamvar, Zhian and Hodges, Toby""",58,54,110,94,58,54,94,110
https://zenodo.org/records/10083555,"""Wetzker, Cornelia""",179,154,207,191,179,154,191,207
https://zenodo.org/records/10815329,"""Haase, Robert""",549,456,474,439,477,395,388,416
https://zenodo.org/records/10679054,"""Fazeli, Elnaz""",186,154,305,286,186,154,286,305
https://zenodo.org/records/10654775,"""Haase, Robert""",330,289,544,499,81,76,282,318
https://zenodo.org/records/10008465,"""Moore, Josh""",272,212,306,267,161,113,189,216
https://zenodo.org/records/10972692,"""Haase, Robert""",329,266,365,327,306,244,298,332
https://zenodo.org/records/10990107,"""Haase, Robert""",346,264,404,366,313,233,312,347
https://zenodo.org/records/10970869,"""Haase, Robert""",285,249,263,242,285,249,242,263
https://zenodo.org/records/11066250,"""Haase, Robert""",240,204,196,171,233,197,149,173
https://zenodo.org/records/11473803,"""Kemmer, Isabel and Euro-BioImaging ERIC""",565,440,726,669,565,440,669,726
