url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/record/4071471,"""Biernacka, Katarzyna and Bierwirth, Maik and Buchholz, Petra and Dolzycka, Dominika and Helbig, Kerstin and Neumann, Janna and Odebrecht, Carolin and Wiljes, Cord and Wuttke, Ulrike""",5181,3922,6484,5868,5161,3905,5843,6458
https://zenodo.org/record/3490058,"""Biernacka, Katarzyna and Cortez, Katrin and Helbig, Kerstin""",126,118,218,192,124,116,187,213
https://zenodo.org/record/6602101,"""Della Chiesa, Stefano""",1375,931,1031,854,366,269,210,256
https://zenodo.org/records/8323588,"""Schmidt, Christian and Bortolomeazzi, Michele and Boissonnet, Tom and Fortmann-Grote, Carsten and Dohle, Julia and Zentis, Peter and Kandpal, Niraj and Kunis, Susanne and Zobel, Thomas and Weidtkamp-Peters, Stefanie and Ferrando-May, Elisa""",6131,5464,3336,3126,6131,5464,3126,3336
https://zenodo.org/records/2643411,"""Stephen Royle""",118,114,851,809,118,114,807,849
https://zenodo.org/records/4330625,"""Kreshuk, Anna and Kutra, Dominik""",44,42,128,111,44,42,111,128
https://zenodo.org/records/4334697,"""Floden, Evan and Di Tommaso, Paolo""",95,92,92,84,95,92,84,92
https://zenodo.org/records/4328911,"""Bankhead, Peter""",189,175,83,75,188,174,75,83
https://zenodo.org/records/4317149,"""Jordan, Kari and Kamvar, Zhian and Hodges, Toby""",46,42,86,76,46,42,76,86
https://zenodo.org/records/10083555,"""Wetzker, Cornelia""",146,122,176,165,146,122,165,176
https://zenodo.org/records/10815329,"""Haase, Robert""",462,372,431,401,392,313,351,374
https://zenodo.org/records/10679054,"""Fazeli, Elnaz""",174,142,261,247,174,142,247,261
https://zenodo.org/records/10654775,"""Haase, Robert""",269,229,479,438,77,72,255,287
https://zenodo.org/records/10008465,"""Moore, Josh""",197,140,246,224,144,98,171,193
https://zenodo.org/records/10972692,"""Haase, Robert""",272,212,324,291,259,200,264,293
https://zenodo.org/records/10990107,"""Haase, Robert""",266,194,338,310,246,176,262,287
https://zenodo.org/records/10970869,"""Haase, Robert""",208,179,215,201,208,179,201,215
https://zenodo.org/records/11066250,"""Haase, Robert""",175,143,157,139,169,137,119,136
https://zenodo.org/records/11473803,"""Kemmer, Isabel and Euro-BioImaging ERIC""",349,275,499,461,349,275,461,499
https://zenodo.org/records/11474407,"""Kemmer, Isabel and Euro-BioImaging ERIC""",206,163,256,235,206,163,235,256
https://zenodo.org/records/11548617,"""Zoccoler, Marcelo and Bekemeier, Simon and Boissonnet, Tom and Parker, Simon and Bertinetti, Luca and Gentzel, Marc and Massei, Riccardo and Wetzker, Cornelia""",897,738,338,275,897,738,275,338
https://zenodo.org/records/10687658,"""Moore, Josh and Waagmeester, Andra and Hettne, Kristina and Wolstencroft, Katherine and Kunis, Susanne""",181,146,267,240,181,146,240,267
https://zenodo.org/records/8349562,"""Stöter, Torsten and Gottschall, Tobias and Schrader, Andrea and Zentis, Peter and Valencia-Schneider, Monica and Kandpal, Niraj and Zuschratter, Werner and Schauss, Astrid and Dickscheid, Timo and Mühlhaus, Timo and von Suchodoletz, Dirk""",249,203,387,349,243,197,344,382
https://zenodo.org/records/8340247,"""Moore, Joshua Allen""",175,136,867,791,172,133,762,838
https://zenodo.org/records/8139353,"""Weischer, Sarah and Wendt, Jens and Zobel, Thomas""",14,14,172,140,14,14,139,171
https://zenodo.org/records/10886749,"""Margineanu, Anca and Stringari, Chiara and Zoccoler, Marcelo and Wetzker, Cornelia""",314,263,269,248,314,263,248,269
https://zenodo.org/records/10793699,"""Massei, Riccardo""",53,52,194,175,53,52,175,194
https://zenodo.org/records/11265038,"""Pape, Constantin""",179,160,88,75,179,160,75,88
https://zenodo.org/records/11107798,"""Voigt, Pia and Hundt, Carolin""",70,47,120,107,70,47,107,120
https://zenodo.org/records/10942559,"""Della Chiesa, Stefano""",71,47,114,96,71,47,96,114
https://zenodo.org/records/10816895,"""Haase, Robert""",131,108,151,135,131,108,135,151
https://zenodo.org/records/4461261,"""Hesse, Elfi and Deinert, Jan-Christoph and Löschen, Christian""",313,281,555,528,310,278,526,553
https://zenodo.org/records/11472148,"""Wünsche, Stephan""",163,138,195,183,98,76,152,162
https://zenodo.org/records/11396199,"""Voigt, Pia""",105,95,152,144,105,95,144,152
https://zenodo.org/records/4748510,"""Wünsche, Stephan and Voigt, Pia""",279,250,504,455,158,143,205,217
https://zenodo.org/records/4630788,"""Voigt, Pia and Weiner, Barbara""",379,341,563,528,197,175,229,245
https://zenodo.org/records/4748534,"""Voigt, Pia and Weiner, Barbara""",320,282,412,377,137,122,160,178
https://zenodo.org/records/3778431,"""Weiner, Barbara and Wünsche, Stephan and Kühne, Stefan and Voigt, Pia and Frericks, Sebastian and Hoffmann, Clemens and Elze, Romy and Gey, Ronny""",1848,1540,2207,1877,1797,1505,1724,2025
https://zenodo.org/records/12623730,"""Haase, Robert""",3614,3277,1553,1473,2135,1847,481,523
https://zenodo.org/records/11201216,"""Hertweck, Kate and Strasser, Carly and Taraborelli, Dario""",3102,2619,3228,2954,3102,2619,2954,3228
https://zenodo.org/records/12744715,"""Seibold, Heidi""",1619,1341,4155,3842,1619,1341,3842,4155
https://zenodo.org/record/7018929,"""Kunis, Susanne""",79,53,187,171,79,53,169,185
https://zenodo.org/records/8329306,"""Kunis, Susanne""",123,100,138,123,120,97,120,135
https://zenodo.org/records/10008464,"""Moore, Josh""",197,140,246,224,53,42,53,53
https://zenodo.org/records/10609770,"""Abdrabbou, Mohamed M. and Babaki, Mehrnaz and Boissonnet, Tom and Bortolomeazzi, Michele and Dahms, Eik and Fuchs, Vanessa A. F. and Hoevels, Moritz and Kandpal, Niraj and Möhl, Christoph and Moore, Joshua A. and Schauss, Astrid and Schrader, Andrea and Stöter, Torsten and Thönnißen, Julia and Valencia-S., Monica and Weil, H. Lukas and Wendt, Jens and Zentis, Peter""",12,12,238,210,10,10,174,189
https://zenodo.org/records/11235512,"""Moore, Josh and Kunis, Susanne""",80,64,170,154,80,64,154,170
https://zenodo.org/records/8329305,"""Kunis, Susanne""",123,100,138,123,120,97,120,135
https://zenodo.org/records/7928332,"""Moore, Joshua Allenm and Kunis, Susanne""",143,86,122,109,141,85,108,121
https://zenodo.org/records/8414318,"""Massei, Riccardo""",68,59,102,91,60,53,84,93
https://zenodo.org/records/10730423,"""Fuchs, Vanessa Aphaia Fiona and Wendt, Jens and Müller, Maximilian and Ahmadi, Mohsen and Massei, Riccardo and Wetzker, Cornelia""",110,85,188,162,110,85,162,188
https://zenodo.org/records/10939519,"""Schmidt, Christian""",70,58,86,73,70,58,73,86
https://zenodo.org/records/11031746,"""Fortmann-Grote, Carsten""",105,73,143,129,105,73,129,143
https://zenodo.org/records/13168693,"""Moore, Joshua and Kunis, Susanne and Grüning, Björn and Blank-Burian, Markus and Mallm, Jan-Philipp and Stöter, Torsten and Zuschratter, Werner and Figge, Marc Thilo and Kreshuk, Anna and Tischer, Christian and Haase, Robert and Zobel, Thomas and Bauer, Pavol and Svensson, Carl-Magnus and Gerst, Ruman and Hanne, Janina and Schmidt, Christian and Becker, Markus M. and Bocklitz, Thomas and Bumberger, Jan and Chalopin, Claire and Chen, Jianxu and Czodrowski, Paul and Dickscheid, Timo and Fortmann-Grote, Carsten and Huisken, Jan and Lohmann, Jan and Schauss, Astrid and Baumann, Martin and Beretta, Carlo and Burel, Jean-Marie and Heuveline, Vincent and Kuner, Rohini and Kuner, Thomas and Landwehr, Matthias and Leibfried, Andrea and Nitschke, Roland and Mittal, Deepti and von Suchodoletz, Dirk and Valencia-Schneider, Monica and Zentis, Peter and Brilhaus, Dominik and Hartley, Matthew and Hülsmann, Bastian and Dunker, Susanne and Keppler, Antje and Mathur, Aastha and Meesters, Christian and Möbius, Wiebke and Nahnsen, Sven and Pfander, Claudia and Rehwald, Stephanie and Serrano-Solano, Beatriz and Vilardell Scholten, Laura and Vogl, Raimund and Becks, Lutz and Ferrando-May, Elisa and Weidtkamp-Peters, Stefanie""",719,544,1299,1206,719,544,1206,1299
https://zenodo.org/records/11318151,"""Moore, Josh""",33,28,79,73,33,28,73,79
https://zenodo.org/records/11521029,"""Geiger, Jonathan and Steiner, Petra and Desouki, Abdelmoneim Amer and Lange, Frank""",1614,1287,1767,1608,1614,1287,1608,1767
https://zenodo.org/records/13379394,"""Haase, Robert""",726,570,611,569,626,492,477,512
https://zenodo.org/records/13371196,"""Haase, Robert""",719,549,550,484,471,365,304,341
