url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/record/4071471,"""Biernacka, Katarzyna and Bierwirth, Maik and Buchholz, Petra and Dolzycka, Dominika and Helbig, Kerstin and Neumann, Janna and Odebrecht, Carolin and Wiljes, Cord and Wuttke, Ulrike""",5268,3964,6564,5931,5201,3925,5884,6512
https://zenodo.org/record/3490058,"""Biernacka, Katarzyna and Cortez, Katrin and Helbig, Kerstin""",130,122,225,196,128,120,191,220
https://zenodo.org/record/6602101,"""Della Chiesa, Stefano""",1394,948,1039,859,368,271,213,262
https://zenodo.org/records/8323588,"""Schmidt, Christian and Bortolomeazzi, Michele and Boissonnet, Tom and Fortmann-Grote, Carsten and Dohle, Julia and Zentis, Peter and Kandpal, Niraj and Kunis, Susanne and Zobel, Thomas and Weidtkamp-Peters, Stefanie and Ferrando-May, Elisa""",6162,5495,3377,3164,6162,5495,3164,3377
https://zenodo.org/records/2643411,"""Stephen Royle""",118,114,858,813,118,114,811,856
https://zenodo.org/records/4330625,"""Kreshuk, Anna and Kutra, Dominik""",44,42,135,115,44,42,115,135
https://zenodo.org/records/4334697,"""Floden, Evan and Di Tommaso, Paolo""",95,92,98,87,95,92,87,98
https://zenodo.org/records/4328911,"""Bankhead, Peter""",189,175,89,78,188,174,78,89
https://zenodo.org/records/4317149,"""Jordan, Kari and Kamvar, Zhian and Hodges, Toby""",46,42,93,79,46,42,79,93
https://zenodo.org/records/10083555,"""Wetzker, Cornelia""",149,124,184,170,149,124,170,184
https://zenodo.org/records/10815329,"""Haase, Robert""",487,397,439,406,417,338,356,382
https://zenodo.org/records/10679054,"""Fazeli, Elnaz""",174,142,268,251,174,142,251,268
https://zenodo.org/records/10654775,"""Haase, Robert""",284,244,502,458,78,73,263,298
https://zenodo.org/records/10008465,"""Moore, Josh""",199,142,261,232,144,98,174,199
https://zenodo.org/records/10972692,"""Haase, Robert""",277,217,333,297,263,204,270,302
https://zenodo.org/records/10990107,"""Haase, Robert""",283,207,351,319,263,189,270,299
https://zenodo.org/records/10970869,"""Haase, Robert""",223,193,226,208,223,193,208,226
https://zenodo.org/records/11066250,"""Haase, Robert""",186,154,165,143,180,148,123,144
https://zenodo.org/records/11473803,"""Kemmer, Isabel and Euro-BioImaging ERIC""",412,328,560,520,412,328,520,560
https://zenodo.org/records/11474407,"""Kemmer, Isabel and Euro-BioImaging ERIC""",215,169,269,245,215,169,245,269
https://zenodo.org/records/11548617,"""Zoccoler, Marcelo and Bekemeier, Simon and Boissonnet, Tom and Parker, Simon and Bertinetti, Luca and Gentzel, Marc and Massei, Riccardo and Wetzker, Cornelia""",909,750,345,280,909,750,280,345
https://zenodo.org/records/10687658,"""Moore, Josh and Waagmeester, Andra and Hettne, Kristina and Wolstencroft, Katherine and Kunis, Susanne""",185,150,289,260,185,150,260,289
https://zenodo.org/records/8349562,"""Stöter, Torsten and Gottschall, Tobias and Schrader, Andrea and Zentis, Peter and Valencia-Schneider, Monica and Kandpal, Niraj and Zuschratter, Werner and Schauss, Astrid and Dickscheid, Timo and Mühlhaus, Timo and von Suchodoletz, Dirk""",252,206,397,357,246,200,352,392
https://zenodo.org/records/8340247,"""Moore, Joshua Allen""",183,143,877,798,180,140,769,848
https://zenodo.org/records/8139353,"""Weischer, Sarah and Wendt, Jens and Zobel, Thomas""",14,14,177,143,14,14,142,176
https://zenodo.org/records/10886749,"""Margineanu, Anca and Stringari, Chiara and Zoccoler, Marcelo and Wetzker, Cornelia""",320,268,283,256,320,268,256,283
https://zenodo.org/records/10793699,"""Massei, Riccardo""",54,53,211,187,54,53,187,211
https://zenodo.org/records/11265038,"""Pape, Constantin""",181,162,93,78,181,162,78,93
https://zenodo.org/records/11107798,"""Voigt, Pia and Hundt, Carolin""",71,48,125,110,71,48,110,125
https://zenodo.org/records/10942559,"""Della Chiesa, Stefano""",71,47,120,99,71,47,99,120
https://zenodo.org/records/10816895,"""Haase, Robert""",143,120,162,144,143,120,144,162
https://zenodo.org/records/4461261,"""Hesse, Elfi and Deinert, Jan-Christoph and Löschen, Christian""",314,282,560,532,311,279,530,558
https://zenodo.org/records/11472148,"""Wünsche, Stephan""",166,141,200,186,99,77,155,167
https://zenodo.org/records/11396199,"""Voigt, Pia""",106,96,156,147,106,96,147,156
https://zenodo.org/records/4748510,"""Wünsche, Stephan and Voigt, Pia""",280,251,508,458,159,144,208,221
https://zenodo.org/records/4630788,"""Voigt, Pia and Weiner, Barbara""",382,344,567,531,198,176,232,249
https://zenodo.org/records/4748534,"""Voigt, Pia and Weiner, Barbara""",322,284,416,380,138,123,163,182
